feature,mean_abs_shap
mutations__mut::hotspot::NFE2L2 (4780),0.0
mutations__mut::damaging::MUC19 (283463),0.0
mutations__mut::damaging::LRP1B (53353),0.0
mutations__mut::damaging::FAT1 (2195),0.0
mutations__mut::damaging::PIK3R1 (5295),0.0
mutations__mut::damaging::BCORL1 (63035),0.0
mutations__mut::damaging::ACVR2A (92),0.0
mutations__mut::damaging::ZNF711 (7552),0.0
mutations__mut::damaging::CFAP54 (144535),0.0
mutations__mut::damaging::PCLO (27445),0.0
mutations__mut::hotspot::NRAS (4893),0.0
mutations__mut::damaging::B2M (567),0.0
mutations__mut::damaging::BRCA1 (672),0.0
mutations__mut::damaging::PBRM1 (55193),0.0
mutations__mut::damaging::MSH3 (4437),0.0
mutations__mut::damaging::JAK1 (3716),0.0
mutations__mut::damaging::MACF1 (23499),0.0
mutations__mut::damaging::DST (667),0.0
mutations__mut::damaging::USH2A (7399),0.0
mutations__mut::damaging::SORCS3 (22986),0.0
mutations__mut::damaging::CSF2RB (1439),0.0
mutations__mut::damaging::HLA-A (3105),0.0
mutations__mut::damaging::CHD5 (26038),0.0
mutations__mut::damaging::ABCA8 (10351),0.0
mutations__mut::damaging::AMER1 (139285),0.0
mutations__mut::damaging::RNF43 (54894),0.0
mutations__mut::hotspot::RB1 (5925),0.0
mutations__mut::damaging::RPL22 (6146),0.0
mutations__mut::damaging::COL11A1 (1301),0.0
mutations__mut::damaging::TRIOBP (11078),0.0
mutations__mut::damaging::JAKMIP3 (282973),0.0
mutations__mut::damaging::LINC02138 (400558),0.0
mutations__mut::damaging::LRRK2 (120892),0.0
mutations__mut::damaging::KDM6A (7403),0.0
mutations__mut::damaging::CSMD3 (114788),0.0
mutations__mut::damaging::SLITRK2 (84631),0.0
mutations__mut::hotspot::STK11 (6794),0.0
mutations__mut::damaging::CDH1 (999),0.0
mutations__mut::damaging::PKDREJ (10343),0.0
mutations__mut::damaging::ARID1B (57492),0.0
mutations__mut::damaging::USP6 (9098),0.0
mutations__mut::damaging::DNAH2 (146754),0.0
mutations__mut::damaging::MUC16 (94025),0.0
copy_number__cn::CEP126 (57562),0.0
copy_number__cn::KLHL38 (340359),0.0
copy_number__cn::ORMDL3 (94103),0.0
copy_number__cn::GSDMB (55876),0.0
copy_number__cn::RPL19 (6143),0.0
copy_number__cn::TSFM (10102),0.0
copy_number__cn::IRAG2 (4033),0.0
copy_number__cn::PDHX (8050),0.0
copy_number__cn::HAP1 (9001),0.0
copy_number__cn::GLI1 (2735),0.0
copy_number__cn::ZPBP2 (124626),0.0
copy_number__cn::MRGPRD (116512),0.0
expression__expr::SPP1 (6696),0.0
copy_number__cn::INHBE (83729),0.0
copy_number__cn::MMP13 (4322),0.0
copy_number__cn::ACOT1 (641371),0.0
copy_number__cn::SIGLEC14 (100049587),0.0
copy_number__cn::ENSG00000257921,0.0
copy_number__cn::OS9 (10956),0.0
copy_number__cn::ENSG00000287725,0.0
copy_number__cn::ENSG00000285133,0.0
copy_number__cn::MRGPRF (116535),0.0
copy_number__cn::MMP10 (4319),0.0
copy_number__cn::MMP3 (4314),0.0
copy_number__cn::NSMCE2 (286053),0.0
copy_number__cn::CDK12 (51755),0.0
copy_number__cn::SQLE (6713),0.0
copy_number__cn::MMP1 (4312),0.0
copy_number__cn::WASHC5 (9897),0.0
copy_number__cn::MBD6 (114785),0.0
copy_number__cn::MMP12 (4321),0.0
copy_number__cn::TMEM123 (114908),0.0
copy_number__cn::DCTN2 (10540),0.0
lineage__meta::lineage_bone,0.0
lineage__meta::lineage_bowel,0.0
lineage__meta::lineage_breast,0.0
lineage__meta::lineage_cns/brain,0.0
lineage__meta::lineage_esophagus/stomach,0.0
lineage__meta::lineage_head and neck,0.0
lineage__meta::lineage_kidney,0.0
copy_number__cn::IGHMBP2 (3508),0.0
lineage__meta::lineage_lung,0.0
lineage__meta::lineage_ovary/fallopian tube,0.0
lineage__meta::lineage_pancreas,0.0
lineage__meta::lineage_peripheral nervous system,0.0
lineage__meta::lineage_pleura,0.0
lineage__meta::lineage_skin,0.0
lineage__meta::lineage_soft tissue,0.0
lineage__meta::lineage_thyroid,0.0
lineage__meta::lineage_liver,0.0
copy_number__cn::BRCA1 (672),0.0
copy_number__cn::PALB2 (79728),0.0
copy_number__cn::RAD51C (5889),0.0
expression__expr::TACSTD2 (4070),0.0
copy_number__cn::BRCA2 (675),0.0
copy_number__cn::ATM (472),0.0
copy_number__cn::ATR (545),0.0
lineage__meta::lineage_bladder/urinary tract,0.0
signatures__sig::MSIScore,0.0
expression__expr::IFI27 (3429),0.0
signatures__sig::Ploidy,0.0
signatures__sig::WGD,0.0
signatures__sig::CIN,0.0
signatures__sig::LoHFraction,0.0
lineage__meta::lineage_ampulla of vater,0.0
lineage__meta::lineage_biliary tract,0.0
copy_number__cn::RAD51D (5892),0.0
copy_number__cn::SMIM38 (107984345),0.0
copy_number__cn::CDKN2A (1029),0.0
copy_number__cn::SIRPB1 (10326),0.0
copy_number__cn::ENSG00000264545,0.0
copy_number__cn::KRTAP9-6 (100507608),0.0
mutations__mut::hotspot::CDKN2A (1029),0.0
copy_number__cn::PPFIA1 (8500),0.0
copy_number__cn::CCL3L3 (414062),0.0
copy_number__cn::CTTN (2017),0.0
copy_number__cn::ANO1 (55107),0.0
copy_number__cn::FGF3 (2248),0.0
copy_number__cn::MYEOV (26579),0.0
copy_number__cn::FGF4 (2249),0.0
copy_number__cn::FADD (8772),0.0
copy_number__cn::LRATD2 (157638),0.0
copy_number__cn::SLC1A2 (6506),0.0
mutations__mut::hotspot::BRCA2 (675),0.0
mutations__mut::hotspot::PALB2 (79728),0.0
mutations__mut::hotspot::BRCA1 (672),0.0
mutations__mut::hotspot::CHEK2 (11200),0.0
copy_number__cn::MYC (4609),0.0
copy_number__cn::GRB7 (2886),0.0
copy_number__cn::MIEN1 (84299),0.0
copy_number__cn::STARD3 (10948),0.0
copy_number__cn::ERBB2 (2064),0.0
copy_number__cn::PGAP3 (93210),0.0
copy_number__cn::TCAP (8557),0.0
copy_number__cn::PNMT (5409),0.0
copy_number__cn::POU5F1B (5462),0.0
copy_number__cn::LTO1 (220064),0.0
copy_number__cn::CCND1 (595),0.0
copy_number__cn::FGF19 (9965),0.0
copy_number__cn::MYCN (4613),0.0
copy_number__cn::EEF1AKMT3 (25895),0.0
copy_number__cn::TSPAN31 (6302),0.0
copy_number__cn::MMP8 (4317),0.0
copy_number__cn::TRIB1 (10221),0.0
copy_number__cn::NT5C3B (115024),0.0
copy_number__cn::FKBP10 (60681),0.0
copy_number__cn::AGAP2 (116986),0.0
copy_number__cn::YAP1 (10413),0.0
copy_number__cn::SIGLEC5 (8778),0.0
copy_number__cn::PIP4K2C (79837),0.0
copy_number__cn::OR4C11 (219429),0.0
copy_number__cn::UGT2B17 (7367),0.0
copy_number__cn::OR4P4 (81300),0.0
copy_number__cn::BIRC3 (330),0.0
copy_number__cn::P3H4 (10609),0.0
copy_number__cn::CD44 (960),0.0
copy_number__cn::MMP20 (9313),0.0
copy_number__cn::NEUROD2 (4761),0.0
copy_number__cn::PPP1R1B (84152),0.0
copy_number__cn::CDKN2B (1030),0.0
copy_number__cn::MTAP (4507),0.0
copy_number__cn::GSTM1 (2944),0.0
copy_number__cn::B4GALNT1 (2583),0.0
copy_number__cn::IKZF3 (22806),0.0
copy_number__cn::CFAP300 (85016),0.0
copy_number__cn::CDK4 (1019),0.0
copy_number__cn::ENSG00000287908,0.0
copy_number__cn::MMP7 (4316),0.0
copy_number__cn::ARHGEF25 (115557),0.0
copy_number__cn::CYP27B1 (1594),0.0
copy_number__cn::MMP27 (64066),0.0
copy_number__cn::METTL1 (4234),0.0
copy_number__cn::DTX3 (196403),0.0
copy_number__cn::MARCHF9 (92979),0.0
expression__expr::MLPH (79083),0.0
expression__expr::DMKN (93099),0.0
expression__expr::FGFBP1 (9982),0.0
expression__expr::ANXA8 (653145),0.0
expression__expr::DKK3 (27122),0.0
expression__expr::EDIL3 (10085),0.0
expression__expr::GDF15 (9518),0.0
expression__expr::C1R (715),0.0
expression__expr::CAV1 (857),0.0
expression__expr::TSPAN8 (7103),0.0
expression__expr::S100A6 (6277),0.0
expression__expr::KRT13 (3860),0.0
expression__expr::SNCA (6622),0.0
expression__expr::ITGB4 (3691),0.0
expression__expr::CCL2 (6347),0.0
expression__expr::ESRP1 (54845),0.0
expression__expr::MALL (7851),0.0
expression__expr::ANXA3 (306),0.0
expression__expr::AKR1B10 (57016),0.0
expression__expr::C3 (718),0.0
expression__expr::THBS1 (7057),0.0
expression__expr::S100B (6285),0.0
expression__expr::SERPINE2 (5270),0.0
expression__expr::F3 (2152),0.0
expression__expr::CYBA (1535),0.0
expression__expr::SLC43A3 (29015),0.0
expression__expr::LOXL2 (4017),0.0
expression__expr::SPINT1 (6692),0.0
expression__expr::S100A9 (6280),0.0
expression__expr::CDH3 (1001),0.0
expression__expr::IL6 (3569),0.0
expression__expr::GPNMB (10457),0.0
expression__expr::TNC (3371),0.0
expression__expr::S100A2 (6273),0.0
expression__expr::LSR (51599),0.0
expression__expr::SERPINB5 (5268),0.0
expression__expr::TSPAN1 (10103),0.0
expression__expr::GYPC (2995),0.0
expression__expr::IGFBP5 (3488),0.0
expression__expr::HLA-B (3106),0.0
expression__expr::ANPEP (290),0.0
expression__expr::SPOCK1 (6695),0.0
expression__expr::PLAC8 (51316),0.0
expression__expr::TM4SF1 (4071),0.0
expression__expr::ANXA8L1 (728113),0.0
expression__expr::KRT14 (3861),0.0
expression__expr::IL18 (3606),0.0
expression__expr::AXL (558),0.0
expression__expr::LGALS1 (3956),0.0
expression__expr::CAVIN3 (112464),0.0
expression__expr::SERPINB2 (5055),0.0
expression__expr::VCAN (1462),0.0
expression__expr::PLAT (5327),0.0
expression__expr::COL6A2 (1292),0.0
expression__expr::LUM (4060),0.0
expression__expr::QPRT (23475),0.0
expression__expr::IFITM2 (10581),0.0
expression__expr::XAGE1B (653067),0.0
expression__expr::MPZL2 (10205),0.0
expression__expr::PRSS8 (5652),0.0
expression__expr::FSTL1 (11167),0.0
expression__expr::IL1B (3553),0.0
expression__expr::EHF (26298),0.0
expression__expr::SDC2 (6383),0.0
expression__expr::LAMA4 (3910),0.0
expression__expr::TRIM29 (23650),0.0
expression__expr::BEX1 (55859),0.0
expression__expr::LAD1 (3898),0.0
expression__expr::KRT17 (3872),0.0
expression__expr::MAL2 (114569),0.0
expression__expr::AKR1C2 (1646),0.0
expression__expr::GPX2 (2877),0.0
expression__expr::ALDH3A1 (218),0.0
expression__expr::MMP1 (4312),0.0
expression__expr::FN1 (2335),0.0
expression__expr::CD74 (972),0.0
expression__expr::SERPINE1 (5054),0.0
expression__expr::EFEMP1 (2202),0.0
expression__expr::CLDN4 (1364),0.0
expression__expr::KRT8 (3856),0.0
expression__expr::IGFBP7 (3490),0.0
expression__expr::IFITM1 (8519),0.0
expression__expr::MAGEA3 (4102),0.0
expression__expr::TFPI2 (7980),0.0
expression__expr::RAB25 (57111),0.0
expression__expr::AGR2 (10551),0.0
expression__expr::KRT5 (3852),0.0
expression__expr::S100A14 (57402),0.0
expression__expr::EPCAM (4072),0.0
expression__expr::C19orf33 (64073),0.0
expression__expr::S100P (6286),0.0
expression__expr::SPINT2 (10653),0.0
expression__expr::UCHL1 (7345),0.0
expression__expr::COL1A2 (1278),0.0
copy_number__cn::DCUN1D5 (84259),0.0
expression__expr::IGFBP3 (3486),0.0
signatures__sig::Aneuploidy,0.0
copy_number__cn::ARID1A (8289),0.0
expression__expr::SLPI (6590),0.0
lineage__meta::lineage_uterus,0.0
expression__expr::VIM (7431),0.0
expression__expr::LCN2 (3934),0.0
expression__expr::SAA1 (6288),0.0
expression__expr::MMP2 (4313),0.0
expression__expr::GJA1 (2697),0.0
expression__expr::TINAGL1 (64129),0.0
expression__expr::MAGEA6 (4105),0.0
expression__expr::CXCL1 (2919),0.0
expression__expr::LAMC2 (3918),0.0
expression__expr::SFN (2810),0.0
expression__expr::ADIRF (10974),0.0
expression__expr::DKK1 (22943),0.0
expression__expr::ALDH1A3 (220),0.0
expression__expr::PRAME (23532),0.0
expression__expr::KRT81 (3887),0.0
expression__expr::KLK6 (5653),0.0
expression__expr::MGST1 (4257),0.0
expression__expr::TGM2 (7052),0.0
expression__expr::SRGN (5552),0.0
expression__expr::S100A4 (6275),0.0
expression__expr::AKR1C3 (8644),0.0
expression__expr::CLDN7 (1366),0.0
expression__expr::BST2 (684),0.0
expression__expr::KRT6A (3853),0.0
expression__expr::CDH1 (999),0.0
expression__expr::BASP1 (10409),0.0
expression__expr::ST14 (6768),0.0
expression__expr::THY1 (7070),0.0
expression__expr::XAGE1A (653220),0.0
expression__expr::KRT7 (3855),0.0
expression__expr::CXCL8 (3576),0.0
expression__expr::PLAU (5328),0.0
expression__expr::CD24 (100133941),0.0
expression__expr::RBP1 (5947),0.0
expression__expr::CRIP1 (1396),0.0
expression__expr::AKR1C1 (1645),0.0
expression__expr::CD68 (968),0.0
expression__expr::CSAG1 (158511),0.0
expression__expr::CYP24A1 (1591),0.0
expression__expr::TAGLN (6876),0.0
expression__expr::LDOC1 (23641),0.0
expression__expr::MSLN (10232),0.0
expression__expr::CCN1 (3491),0.0
expression__expr::S100A1 (6271),0.0
expression__expr::FBLN1 (2192),0.0
expression__expr::RAC2 (5880),0.0
expression__expr::ICAM1 (3383),0.0
expression__expr::LYZ (4069),0.0
expression__expr::GPX3 (2878),0.0
expression__expr::SNCG (6623),0.0
expression__expr::F2RL1 (2150),0.0
expression__expr::TCIM (56892),0.0
expression__expr::MST1R (4486),0.0
expression__expr::MME (4311),0.0
expression__expr::JUP (3728),0.0
expression__expr::HLA-DRA (3122),0.0
expression__expr::SERPINA1 (5265),0.0
expression__expr::TMEM98 (26022),0.0
expression__expr::LCP1 (3936),0.0
expression__expr::TUBB2B (347733),0.0
expression__expr::TNS4 (84951),0.0
expression__expr::PLBD1 (79887),0.0
expression__expr::CDA (978),0.0
expression__expr::ANXA1 (301),0.0
expression__expr::AKR1B1 (231),0.0
expression__expr::TUBA1A (7846),0.0
expression__expr::NRCAM (4897),0.0
expression__expr::S100A16 (140576),0.0
expression__expr::AQP3 (360),0.0
expression__expr::PMP22 (5376),0.0
mutations__mut::hotspot::TP53 (7157),0.0
mutations__mut::damaging::TP53 (7157),0.0
mutations__mut::damaging::CDKN2A (1029),0.0
mutations__mut::damaging::PTEN (5728),0.0
mutations__mut::hotspot::KRAS (3845),0.0
mutations__mut::damaging::ARID1A (8289),0.0
mutations__mut::damaging::RB1 (5925),0.0
expression__expr::IL1A (3552),0.0
mutations__mut::damaging::TTN (7273),0.0
mutations__mut::hotspot::TERT (7015),0.0
mutations__mut::damaging::LINC02900 (340073),0.0
mutations__mut::damaging::SLK (9748),0.0
mutations__mut::damaging::SMAD4 (4089),0.0
mutations__mut::damaging::STK11 (6794),0.0
mutations__mut::damaging::SPATA22 (84690),0.0
mutations__mut::hotspot::BRAF (673),0.0
mutations__mut::damaging::SMARCA4 (6597),0.0
expression__expr::PKP3 (11187),0.0
expression__expr::PLOD2 (5352),0.0
expression__expr::MYEOV (26579),0.0
expression__expr::NES (10763),0.0
expression__expr::FOS (2353),0.0
expression__expr::ANXA6 (309),0.0
expression__expr::RGS4 (5999),0.0
expression__expr::RAD51D (5892),0.0
expression__expr::MT1E (4493),0.0
expression__expr::PALB2 (79728),0.0
expression__expr::RAD51C (5889),0.0
expression__expr::ARID1A (8289),0.0
expression__expr::BRCA2 (675),0.0
expression__expr::ATM (472),0.0
expression__expr::CHEK1 (1111),0.0
expression__expr::CHEK2 (11200),0.0
expression__expr::CSTA (1475),0.0
expression__expr::ADGRF1 (266977),0.0
expression__expr::MAGEA12 (4111),0.0
expression__expr::PEG10 (23089),0.0
expression__expr::PMEL (6490),0.0
expression__expr::APOE (348),0.0
expression__expr::LY6K (54742),0.0
expression__expr::IFI44 (10561),0.0
expression__expr::MAGEA2 (4101),0.0
expression__expr::EMP1 (2012),0.0
expression__expr::TSTD1 (100131187),0.0
expression__expr::SMIM22 (440335),0.0
expression__expr::AP1M2 (10053),0.0
expression__expr::CD70 (970),0.0
expression__expr::PI3 (5266),0.0
expression__expr::CRABP2 (1382),0.0
expression__expr::EMP3 (2014),0.0
expression__expr::MMP7 (4316),0.0
expression__expr::PTGES (9536),0.0
expression__expr::CXCL5 (6374),0.0
expression__expr::PXDN (7837),0.0
expression__expr::TFPI (7035),0.0
expression__expr::SCNN1A (6337),0.0
expression__expr::ASS1 (445),0.0
expression__expr::IFI16 (3428),0.0
expression__expr::CCDC80 (151887),0.0
expression__expr::ANKRD1 (27063),0.0
expression__expr::LAMB3 (3914),0.0
expression__expr::QPCT (25797),0.0
expression__expr::PLIN2 (123),0.0
expression__expr::PDZK1IP1 (10158),0.0
expression__expr::LOX (4015),0.0
expression__expr::SRPX (8406),0.0
expression__expr::FABP5 (2171),0.0
expression__expr::EREG (2069),0.0
expression__expr::CTAG2 (30848),0.0
expression__expr::PRSS22 (64063),0.0
expression__expr::IGFBP4 (3487),0.0
expression__expr::EPS8L2 (64787),0.0
expression__expr::FST (10468),0.0
expression__expr::COL6A3 (1293),0.0
expression__expr::P3H2 (55214),0.0
expression__expr::TNFSF10 (8743),0.0
expression__expr::COL8A1 (1295),0.0
expression__expr::PDLIM4 (8572),0.0
expression__expr::IRF6 (3664),0.0
expression__expr::ACKR3 (57007),0.0
expression__expr::TUBA4A (7277),0.0
expression__expr::TNFAIP2 (7127),0.0
expression__expr::KLK10 (5655),0.0
expression__expr::TUSC3 (7991),0.0
expression__expr::ARHGDIB (397),0.0
expression__expr::TMPRSS4 (56649),0.0
expression__expr::CD44 (960),0.0
expression__expr::MMP14 (4323),0.0
expression__expr::VAMP8 (8673),0.0
expression__expr::COL5A1 (1289),0.0
expression__expr::GAGE12F (100008586),0.0
expression__expr::KLK5 (25818),0.0
expression__expr::DPYSL3 (1809),0.0
expression__expr::RHOD (29984),0.0
expression__expr::PTX3 (5806),0.0
expression__expr::CEACAM6 (4680),0.0
expression__expr::NUPR1 (26471),0.0
expression__expr::FBN1 (2200),0.0
expression__expr::TNFRSF6B (8771),0.0
expression__expr::STC2 (8614),0.0
expression__expr::CADM1 (23705),0.0
expression__expr::L1CAM (3897),0.0
expression__expr::PRSS3 (5646),0.0
